"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|FI","Actual Total Load [MW] - BZN|FI"
"25.08.2024 15:00 - 25.08.2024 15:15","8230","8437"
"25.08.2024 15:15 - 25.08.2024 15:30","8238","8471"
"25.08.2024 15:30 - 25.08.2024 15:45","8239","8465"
"25.08.2024 15:45 - 25.08.2024 16:00","8235","8535"
"25.08.2024 16:00 - 25.08.2024 16:15","8224","8461"
"25.08.2024 16:15 - 25.08.2024 16:30","8213","8490"
"25.08.2024 16:30 - 25.08.2024 16:45","8202","8475"
"25.08.2024 16:45 - 25.08.2024 17:00","8187","8396"
"25.08.2024 17:00 - 25.08.2024 17:15","8167","8325"
"25.08.2024 17:15 - 25.08.2024 17:30","8149","8279"
"25.08.2024 17:30 - 25.08.2024 17:45","8132","8292"
"25.08.2024 17:45 - 25.08.2024 18:00","8107","8278"
"25.08.2024 18:00 - 25.08.2024 18:15","8064","8418"
"25.08.2024 18:15 - 25.08.2024 18:30","8047","8276"
"25.08.2024 18:30 - 25.08.2024 18:45","8039","8242"
"25.08.2024 18:45 - 25.08.2024 19:00","8063","8139"
"25.08.2024 19:00 - 25.08.2024 19:15","8147","8131"
"25.08.2024 19:15 - 25.08.2024 19:30","8157","8240"
"25.08.2024 19:30 - 25.08.2024 19:45","8125","8211"
"25.08.2024 19:45 - 25.08.2024 20:00","8058","8108"
"25.08.2024 20:00 - 25.08.2024 20:15","7926","8160"
"25.08.2024 20:15 - 25.08.2024 20:30","7839","8067"
"25.08.2024 20:30 - 25.08.2024 20:45","7778","7864"
"25.08.2024 20:45 - 25.08.2024 21:00","7704","7664"
"25.08.2024 21:00 - 25.08.2024 21:15","7615","7605"
"25.08.2024 21:15 - 25.08.2024 21:30","7560","7585"
"25.08.2024 21:30 - 25.08.2024 21:45","7531","7459"
"25.08.2024 21:45 - 25.08.2024 22:00","7515","7382"
"25.08.2024 22:00 - 25.08.2024 22:15","7282","7318"
"25.08.2024 22:15 - 25.08.2024 22:30","7277","7293"
"25.08.2024 22:30 - 25.08.2024 22:45","7268","7309"
"25.08.2024 22:45 - 25.08.2024 23:00","7247","7249"
"25.08.2024 23:00 - 25.08.2024 23:15","7208","7236"
"25.08.2024 23:15 - 25.08.2024 23:30","7184","7135"
"25.08.2024 23:30 - 25.08.2024 23:45","7171","7223"
"25.08.2024 23:45 - 26.08.2024 00:00","7159","7185"
"26.08.2024 00:00 - 26.08.2024 00:15","7150","7176"
"26.08.2024 00:15 - 26.08.2024 00:30","7144","7110"
"26.08.2024 00:30 - 26.08.2024 00:45","7142","7145"
"26.08.2024 00:45 - 26.08.2024 01:00","7138","7098"
"26.08.2024 01:00 - 26.08.2024 01:15","7126","7176"
"26.08.2024 01:15 - 26.08.2024 01:30","7135","7186"
"26.08.2024 01:30 - 26.08.2024 01:45","7163","7190"
"26.08.2024 01:45 - 26.08.2024 02:00","7189","7245"
"26.08.2024 02:00 - 26.08.2024 02:15","7207","7313"
"26.08.2024 02:15 - 26.08.2024 02:30","7267","7327"
"26.08.2024 02:30 - 26.08.2024 02:45","7353","7365"
"26.08.2024 02:45 - 26.08.2024 03:00","7477","7437"
"26.08.2024 03:00 - 26.08.2024 03:15","7662","7638"
"26.08.2024 03:15 - 26.08.2024 03:30","7807","7757"
"26.08.2024 03:30 - 26.08.2024 03:45","7928","8005"
"26.08.2024 03:45 - 26.08.2024 04:00","8061","8157"
"26.08.2024 04:00 - 26.08.2024 04:15","8209","8258"
"26.08.2024 04:15 - 26.08.2024 04:30","8327","8429"
"26.08.2024 04:30 - 26.08.2024 04:45","8424","8523"
"26.08.2024 04:45 - 26.08.2024 05:00","8506","8514"
"26.08.2024 05:00 - 26.08.2024 05:15","8565","8655"
"26.08.2024 05:15 - 26.08.2024 05:30","8626","8762"
"26.08.2024 05:30 - 26.08.2024 05:45","8685","8780"
"26.08.2024 05:45 - 26.08.2024 06:00","8735","8915"
"26.08.2024 06:00 - 26.08.2024 06:15","8781","9082"
"26.08.2024 06:15 - 26.08.2024 06:30","8816","9072"
"26.08.2024 06:30 - 26.08.2024 06:45","8843","9163"
"26.08.2024 06:45 - 26.08.2024 07:00","8855","9115"
"26.08.2024 07:00 - 26.08.2024 07:15","8843","9171"
"26.08.2024 07:15 - 26.08.2024 07:30","8848","9142"
"26.08.2024 07:30 - 26.08.2024 07:45","8861","9178"
"26.08.2024 07:45 - 26.08.2024 08:00","8874","9103"
"26.08.2024 08:00 - 26.08.2024 08:15","8889","9243"
"26.08.2024 08:15 - 26.08.2024 08:30","8904","9173"
"26.08.2024 08:30 - 26.08.2024 08:45","8917","9207"
"26.08.2024 08:45 - 26.08.2024 09:00","8938","9226"
"26.08.2024 09:00 - 26.08.2024 09:15","8976","9141"
"26.08.2024 09:15 - 26.08.2024 09:30","8988","9184"
"26.08.2024 09:30 - 26.08.2024 09:45","8984","9168"
"26.08.2024 09:45 - 26.08.2024 10:00","8963","9106"
"26.08.2024 10:00 - 26.08.2024 10:15","8913","9084"
"26.08.2024 10:15 - 26.08.2024 10:30","8884","9063"
"26.08.2024 10:30 - 26.08.2024 10:45","8867","9037"
"26.08.2024 10:45 - 26.08.2024 11:00","8849","8991"
"26.08.2024 11:00 - 26.08.2024 11:15","8832","8955"
"26.08.2024 11:15 - 26.08.2024 11:30","8819","8921"
"26.08.2024 11:30 - 26.08.2024 11:45","8809","9016"
"26.08.2024 11:45 - 26.08.2024 12:00","8804","9029"
"26.08.2024 12:00 - 26.08.2024 12:15","8808","8924"
"26.08.2024 12:15 - 26.08.2024 12:30","8805","8940"
"26.08.2024 12:30 - 26.08.2024 12:45","8798","8975"
"26.08.2024 12:45 - 26.08.2024 13:00","8792","9003"
"26.08.2024 13:00 - 26.08.2024 13:15","8784","8894"
"26.08.2024 13:15 - 26.08.2024 13:30","8776","9018"
"26.08.2024 13:30 - 26.08.2024 13:45","8767","9100"
"26.08.2024 13:45 - 26.08.2024 14:00","8758","9033"
"26.08.2024 14:00 - 26.08.2024 14:15","8750","8994"
"26.08.2024 14:15 - 26.08.2024 14:30","8738","8938"
"26.08.2024 14:30 - 26.08.2024 14:45","8724","8925"
"26.08.2024 14:45 - 26.08.2024 15:00","8702","8883"
"26.08.2024 15:00 - 26.08.2024 15:15","8670","8810"
"26.08.2024 15:15 - 26.08.2024 15:30","8651","8799"
"26.08.2024 15:30 - 26.08.2024 15:45","8641","8880"
"26.08.2024 15:45 - 26.08.2024 16:00","8645","8949"
"26.08.2024 16:00 - 26.08.2024 16:15","8673","8846"
"26.08.2024 16:15 - 26.08.2024 16:30","8675","8889"
"26.08.2024 16:30 - 26.08.2024 16:45","8662","8839"
"26.08.2024 16:45 - 26.08.2024 17:00","8641","8947"
"26.08.2024 17:00 - 26.08.2024 17:15","8605","8688"
"26.08.2024 17:15 - 26.08.2024 17:30","8575","8733"
"26.08.2024 17:30 - 26.08.2024 17:45","8549","8720"
"26.08.2024 17:45 - 26.08.2024 18:00","8514","8754"
"26.08.2024 18:00 - 26.08.2024 18:15","8465","8698"
"26.08.2024 18:15 - 26.08.2024 18:30","8434","8740"
"26.08.2024 18:30 - 26.08.2024 18:45","8408","8633"
"26.08.2024 18:45 - 26.08.2024 19:00","8404","8535"
"26.08.2024 19:00 - 26.08.2024 19:15","8443","8558"
"26.08.2024 19:15 - 26.08.2024 19:30","8426","8601"
"26.08.2024 19:30 - 26.08.2024 19:45","8375","8658"
"26.08.2024 19:45 - 26.08.2024 20:00","8301","8599"
"26.08.2024 20:00 - 26.08.2024 20:15","8188","8478"
"26.08.2024 20:15 - 26.08.2024 20:30","8090","8427"
"26.08.2024 20:30 - 26.08.2024 20:45","8005","8273"
"26.08.2024 20:45 - 26.08.2024 21:00","7886","8110"
"26.08.2024 21:00 - 26.08.2024 21:15","7714","7972"
"26.08.2024 21:15 - 26.08.2024 21:30","7617","7899"
"26.08.2024 21:30 - 26.08.2024 21:45","7571","7892"
"26.08.2024 21:45 - 26.08.2024 22:00","7545","7745"
"26.08.2024 22:00 - 26.08.2024 22:15","7493","7716"
"26.08.2024 22:15 - 26.08.2024 22:30","7485","7598"
"26.08.2024 22:30 - 26.08.2024 22:45","7473","7584"
"26.08.2024 22:45 - 26.08.2024 23:00","7446","7543"
"26.08.2024 23:00 - 26.08.2024 23:15","7396","7531"
"26.08.2024 23:15 - 26.08.2024 23:30","7365","7503"
"26.08.2024 23:30 - 26.08.2024 23:45","7345","7486"
"26.08.2024 23:45 - 27.08.2024 00:00","7322","7427"
"27.08.2024 00:00 - 27.08.2024 00:15","7295","7356"
"27.08.2024 00:15 - 27.08.2024 00:30","7283","7334"
"27.08.2024 00:30 - 27.08.2024 00:45","7283","7332"
"27.08.2024 00:45 - 27.08.2024 01:00","7291","7285"
"27.08.2024 01:00 - 27.08.2024 01:15","7310","7363"
"27.08.2024 01:15 - 27.08.2024 01:30","7332","7355"
"27.08.2024 01:30 - 27.08.2024 01:45","7363","7376"
"27.08.2024 01:45 - 27.08.2024 02:00","7389","7329"
"27.08.2024 02:00 - 27.08.2024 02:15","7397","7363"
"27.08.2024 02:15 - 27.08.2024 02:30","7451","7367"
"27.08.2024 02:30 - 27.08.2024 02:45","7533","7383"
"27.08.2024 02:45 - 27.08.2024 03:00","7652","7468"
"27.08.2024 03:00 - 27.08.2024 03:15","7827","7645"
"27.08.2024 03:15 - 27.08.2024 03:30","7966","7789"
"27.08.2024 03:30 - 27.08.2024 03:45","8084","7891"
"27.08.2024 03:45 - 27.08.2024 04:00","8216","8044"
"27.08.2024 04:00 - 27.08.2024 04:15","8366","8406"
"27.08.2024 04:15 - 27.08.2024 04:30","8483","8470"
"27.08.2024 04:30 - 27.08.2024 04:45","8579","8557"
"27.08.2024 04:45 - 27.08.2024 05:00","8659","8596"
"27.08.2024 05:00 - 27.08.2024 05:15","8715","8783"
"27.08.2024 05:15 - 27.08.2024 05:30","8774","8861"
"27.08.2024 05:30 - 27.08.2024 05:45","8833","8916"
"27.08.2024 05:45 - 27.08.2024 06:00","8883","8956"
"27.08.2024 06:00 - 27.08.2024 06:15","8927","9038"
"27.08.2024 06:15 - 27.08.2024 06:30","8963","9045"
"27.08.2024 06:30 - 27.08.2024 06:45","8994","9097"
"27.08.2024 06:45 - 27.08.2024 07:00","9011","9088"
"27.08.2024 07:00 - 27.08.2024 07:15","9011","9132"
"27.08.2024 07:15 - 27.08.2024 07:30","9022","9150"
"27.08.2024 07:30 - 27.08.2024 07:45","9037","9148"
"27.08.2024 07:45 - 27.08.2024 08:00","9053","9164"
"27.08.2024 08:00 - 27.08.2024 08:15","9074","9290"
"27.08.2024 08:15 - 27.08.2024 08:30","9087","9245"
"27.08.2024 08:30 - 27.08.2024 08:45","9092","9268"
"27.08.2024 08:45 - 27.08.2024 09:00","9096","9205"
"27.08.2024 09:00 - 27.08.2024 09:15","9099","9219"
"27.08.2024 09:15 - 27.08.2024 09:30","9094","9254"
"27.08.2024 09:30 - 27.08.2024 09:45","9084","9242"
"27.08.2024 09:45 - 27.08.2024 10:00","9066","9235"
"27.08.2024 10:00 - 27.08.2024 10:15","9036","9109"
"27.08.2024 10:15 - 27.08.2024 10:30","9012","9046"
"27.08.2024 10:30 - 27.08.2024 10:45","8993","9009"
"27.08.2024 10:45 - 27.08.2024 11:00","8968","8968"
"27.08.2024 11:00 - 27.08.2024 11:15","8935","9012"
"27.08.2024 11:15 - 27.08.2024 11:30","8915","8977"
"27.08.2024 11:30 - 27.08.2024 11:45","8902","9036"
"27.08.2024 11:45 - 27.08.2024 12:00","8897","9010"
"27.08.2024 12:00 - 27.08.2024 12:15","8903","9034"
"27.08.2024 12:15 - 27.08.2024 12:30","8903","9050"
"27.08.2024 12:30 - 27.08.2024 12:45","8899","8955"
"27.08.2024 12:45 - 27.08.2024 13:00","8899","9027"
"27.08.2024 13:00 - 27.08.2024 13:15","8904","8871"
"27.08.2024 13:15 - 27.08.2024 13:30","8902","8882"
"27.08.2024 13:30 - 27.08.2024 13:45","8895","8964"
"27.08.2024 13:45 - 27.08.2024 14:00","8884","8946"
"27.08.2024 14:00 - 27.08.2024 14:15","8866","8857"
"27.08.2024 14:15 - 27.08.2024 14:30","8853","8895"
"27.08.2024 14:30 - 27.08.2024 14:45","8843","8953"
"27.08.2024 14:45 - 27.08.2024 15:00","8830","8840"
"27.08.2024 15:00 - 27.08.2024 15:15","8816","8851"
"27.08.2024 15:15 - 27.08.2024 15:30","8807","8804"
"27.08.2024 15:30 - 27.08.2024 15:45","8800","8771"
"27.08.2024 15:45 - 27.08.2024 16:00","8801","8743"
"27.08.2024 16:00 - 27.08.2024 16:15","8817","8681"
"27.08.2024 16:15 - 27.08.2024 16:30","8815","8841"
"27.08.2024 16:30 - 27.08.2024 16:45","8803","8845"
"27.08.2024 16:45 - 27.08.2024 17:00","8786","8817"
"27.08.2024 17:00 - 27.08.2024 17:15","8764","8828"
"27.08.2024 17:15 - 27.08.2024 17:30","8737","8765"
"27.08.2024 17:30 - 27.08.2024 17:45","8710","8722"
"27.08.2024 17:45 - 27.08.2024 18:00","8669","8842"
"27.08.2024 18:00 - 27.08.2024 18:15","8602","8778"
"27.08.2024 18:15 - 27.08.2024 18:30","8564","8809"
"27.08.2024 18:30 - 27.08.2024 18:45","8537","8715"
"27.08.2024 18:45 - 27.08.2024 19:00","8540","8545"
"27.08.2024 19:00 - 27.08.2024 19:15","8602","8538"
"27.08.2024 19:15 - 27.08.2024 19:30","8589","8699"
"27.08.2024 19:30 - 27.08.2024 19:45","8533","8599"
"27.08.2024 19:45 - 27.08.2024 20:00","8442","8417"
"27.08.2024 20:00 - 27.08.2024 20:15","8289","8319"
"27.08.2024 20:15 - 27.08.2024 20:30","8175","8249"
"27.08.2024 20:30 - 27.08.2024 20:45","8086","8045"
"27.08.2024 20:45 - 27.08.2024 21:00","7973","8019"
"27.08.2024 21:00 - 27.08.2024 21:15","7823","7944"
"27.08.2024 21:15 - 27.08.2024 21:30","7736","7839"
"27.08.2024 21:30 - 27.08.2024 21:45","7692","7711"
"27.08.2024 21:45 - 27.08.2024 22:00","7667","7710"
"27.08.2024 22:00 - 27.08.2024 22:15","7518","7639"
"27.08.2024 22:15 - 27.08.2024 22:30","7511","7638"
"27.08.2024 22:30 - 27.08.2024 22:45","7500","7584"
"27.08.2024 22:45 - 27.08.2024 23:00","7479","7485"
"27.08.2024 23:00 - 27.08.2024 23:15","7442","7518"
"27.08.2024 23:15 - 27.08.2024 23:30","7414","7498"
"27.08.2024 23:30 - 27.08.2024 23:45","7392","7414"
"27.08.2024 23:45 - 28.08.2024 00:00","7362","7405"
"28.08.2024 00:00 - 28.08.2024 00:15","7319","7403"
"28.08.2024 00:15 - 28.08.2024 00:30","7297","7373"
"28.08.2024 00:30 - 28.08.2024 00:45","7291","7348"
"28.08.2024 00:45 - 28.08.2024 01:00","7292","7268"
"28.08.2024 01:00 - 28.08.2024 01:15","7303","7267"
"28.08.2024 01:15 - 28.08.2024 01:30","7320","7327"
"28.08.2024 01:30 - 28.08.2024 01:45","7347","7360"
"28.08.2024 01:45 - 28.08.2024 02:00","7369","7371"
"28.08.2024 02:00 - 28.08.2024 02:15","7375","7508"
"28.08.2024 02:15 - 28.08.2024 02:30","7427","7575"
"28.08.2024 02:30 - 28.08.2024 02:45","7509","7550"
"28.08.2024 02:45 - 28.08.2024 03:00","7627","7539"
"28.08.2024 03:00 - 28.08.2024 03:15","7799","7741"
"28.08.2024 03:15 - 28.08.2024 03:30","7940","7890"
"28.08.2024 03:30 - 28.08.2024 03:45","8060","8022"
"28.08.2024 03:45 - 28.08.2024 04:00","8196","8150"
"28.08.2024 04:00 - 28.08.2024 04:15","8353","8387"
"28.08.2024 04:15 - 28.08.2024 04:30","8475","8476"
"28.08.2024 04:30 - 28.08.2024 04:45","8575","8468"
"28.08.2024 04:45 - 28.08.2024 05:00","8661","8478"
"28.08.2024 05:00 - 28.08.2024 05:15","8724","8616"
"28.08.2024 05:15 - 28.08.2024 05:30","8787","8677"
"28.08.2024 05:30 - 28.08.2024 05:45","8847","8790"
"28.08.2024 05:45 - 28.08.2024 06:00","8896","8804"
"28.08.2024 06:00 - 28.08.2024 06:15","8937","8902"
"28.08.2024 06:15 - 28.08.2024 06:30","8970","8914"
"28.08.2024 06:30 - 28.08.2024 06:45","8999","8898"
"28.08.2024 06:45 - 28.08.2024 07:00","9013","8877"
"28.08.2024 07:00 - 28.08.2024 07:15","9002","8954"
"28.08.2024 07:15 - 28.08.2024 07:30","9011","8930"
"28.08.2024 07:30 - 28.08.2024 07:45","9028","8913"
"28.08.2024 07:45 - 28.08.2024 08:00","9052","8904"
"28.08.2024 08:00 - 28.08.2024 08:15","9092","9024"
"28.08.2024 08:15 - 28.08.2024 08:30","9113","9037"
"28.08.2024 08:30 - 28.08.2024 08:45","9122","8973"
"28.08.2024 08:45 - 28.08.2024 09:00","9127","8962"
"28.08.2024 09:00 - 28.08.2024 09:15","9126","8971"
"28.08.2024 09:15 - 28.08.2024 09:30","9120","8981"
"28.08.2024 09:30 - 28.08.2024 09:45","9110","9045"
"28.08.2024 09:45 - 28.08.2024 10:00","9091","8995"
"28.08.2024 10:00 - 28.08.2024 10:15","9055","8928"
"28.08.2024 10:15 - 28.08.2024 10:30","9031","8865"
"28.08.2024 10:30 - 28.08.2024 10:45","9014","8840"
"28.08.2024 10:45 - 28.08.2024 11:00","8996","8802"
"28.08.2024 11:00 - 28.08.2024 11:15","8980","8750"
"28.08.2024 11:15 - 28.08.2024 11:30","8965","8778"
"28.08.2024 11:30 - 28.08.2024 11:45","8951","8764"
"28.08.2024 11:45 - 28.08.2024 12:00","8942","8900"
"28.08.2024 12:00 - 28.08.2024 12:15","8938","8929"
"28.08.2024 12:15 - 28.08.2024 12:30","8929","8886"
"28.08.2024 12:30 - 28.08.2024 12:45","8917","8811"
"28.08.2024 12:45 - 28.08.2024 13:00","8901","8849"
"28.08.2024 13:00 - 28.08.2024 13:15","8878","8767"
"28.08.2024 13:15 - 28.08.2024 13:30","8864","8847"
"28.08.2024 13:30 - 28.08.2024 13:45","8855","8922"
"28.08.2024 13:45 - 28.08.2024 14:00","8852","9034"
"28.08.2024 14:00 - 28.08.2024 14:15","8861","8887"
"28.08.2024 14:15 - 28.08.2024 14:30","8858","8884"
"28.08.2024 14:30 - 28.08.2024 14:45","8849","8914"
"28.08.2024 14:45 - 28.08.2024 15:00","8832","8926"
"28.08.2024 15:00 - 28.08.2024 15:15","8804","8884"
"28.08.2024 15:15 - 28.08.2024 15:30","8789","8872"
"28.08.2024 15:30 - 28.08.2024 15:45","8783","8876"
"28.08.2024 15:45 - 28.08.2024 16:00","8786","8991"
"28.08.2024 16:00 - 28.08.2024 16:15","8807","8846"
"28.08.2024 16:15 - 28.08.2024 16:30","8810","8867"
"28.08.2024 16:30 - 28.08.2024 16:45","8802","8799"
"28.08.2024 16:45 - 28.08.2024 17:00","8793","8913"
"28.08.2024 17:00 - 28.08.2024 17:15","8784","8784"
"28.08.2024 17:15 - 28.08.2024 17:30","8764","8824"
"28.08.2024 17:30 - 28.08.2024 17:45","8739","8746"
"28.08.2024 17:45 - 28.08.2024 18:00","8698","8823"
"28.08.2024 18:00 - 28.08.2024 18:15","8629","8709"
"28.08.2024 18:15 - 28.08.2024 18:30","8588","8735"
"28.08.2024 18:30 - 28.08.2024 18:45","8559","8605"
"28.08.2024 18:45 - 28.08.2024 19:00","8550","8437"
"28.08.2024 19:00 - 28.08.2024 19:15","8580","8495"
"28.08.2024 19:15 - 28.08.2024 19:30","8563","8542"
"28.08.2024 19:30 - 28.08.2024 19:45","8517","8517"
"28.08.2024 19:45 - 28.08.2024 20:00","8458","8444"
"28.08.2024 20:00 - 28.08.2024 20:15","8379","8282"
"28.08.2024 20:15 - 28.08.2024 20:30","8295","8118"
"28.08.2024 20:30 - 28.08.2024 20:45","8214","8046"
"28.08.2024 20:45 - 28.08.2024 21:00","8094","7858"
"28.08.2024 21:00 - 28.08.2024 21:15","7907","7775"
"28.08.2024 21:15 - 28.08.2024 21:30","7804","7771"
"28.08.2024 21:30 - 28.08.2024 21:45","7758","7578"
"28.08.2024 21:45 - 28.08.2024 22:00","7730","7526"
"28.08.2024 22:00 - 28.08.2024 22:15","7498","7568"
"28.08.2024 22:15 - 28.08.2024 22:30","7490","7429"
"28.08.2024 22:30 - 28.08.2024 22:45","7476","7463"
"28.08.2024 22:45 - 28.08.2024 23:00","7446","7283"
"28.08.2024 23:00 - 28.08.2024 23:15","7389","7357"
"28.08.2024 23:15 - 28.08.2024 23:30","7354","7375"
"28.08.2024 23:30 - 28.08.2024 23:45","7333","7307"
"28.08.2024 23:45 - 29.08.2024 00:00","7308","7311"
"29.08.2024 00:00 - 29.08.2024 00:15","7280","7253"
"29.08.2024 00:15 - 29.08.2024 00:30","7268","7271"
"29.08.2024 00:30 - 29.08.2024 00:45","7269","7330"
"29.08.2024 00:45 - 29.08.2024 01:00","7281","7241"
"29.08.2024 01:00 - 29.08.2024 01:15","7310","7395"
"29.08.2024 01:15 - 29.08.2024 01:30","7336","7348"
"29.08.2024 01:30 - 29.08.2024 01:45","7368","7371"
"29.08.2024 01:45 - 29.08.2024 02:00","7392","7354"
"29.08.2024 02:00 - 29.08.2024 02:15","7395","7522"
"29.08.2024 02:15 - 29.08.2024 02:30","7446","7474"
"29.08.2024 02:30 - 29.08.2024 02:45","7527","7570"
"29.08.2024 02:45 - 29.08.2024 03:00","7642","7588"
"29.08.2024 03:00 - 29.08.2024 03:15","7811","7850"
"29.08.2024 03:15 - 29.08.2024 03:30","7949","8093"
"29.08.2024 03:30 - 29.08.2024 03:45","8068","8128"
"29.08.2024 03:45 - 29.08.2024 04:00","8204","8289"
"29.08.2024 04:00 - 29.08.2024 04:15","8363","8464"
"29.08.2024 04:15 - 29.08.2024 04:30","8486","8587"
"29.08.2024 04:30 - 29.08.2024 04:45","8585","8594"
"29.08.2024 04:45 - 29.08.2024 05:00","8672","8590"
"29.08.2024 05:00 - 29.08.2024 05:15","8739","8697"
"29.08.2024 05:15 - 29.08.2024 05:30","8802","8810"
"29.08.2024 05:30 - 29.08.2024 05:45","8859","8797"
"29.08.2024 05:45 - 29.08.2024 06:00","8902","8740"
"29.08.2024 06:00 - 29.08.2024 06:15","8928","8859"
"29.08.2024 06:15 - 29.08.2024 06:30","8956","8821"
"29.08.2024 06:30 - 29.08.2024 06:45","8984","8872"
"29.08.2024 06:45 - 29.08.2024 07:00","9000","8819"
"29.08.2024 07:00 - 29.08.2024 07:15","9001","8914"
"29.08.2024 07:15 - 29.08.2024 07:30","9014","8880"
"29.08.2024 07:30 - 29.08.2024 07:45","9030","8899"
"29.08.2024 07:45 - 29.08.2024 08:00","9051","8796"
"29.08.2024 08:00 - 29.08.2024 08:15","9079","8940"
"29.08.2024 08:15 - 29.08.2024 08:30","9097","8934"
"29.08.2024 08:30 - 29.08.2024 08:45","9105","8923"
"29.08.2024 08:45 - 29.08.2024 09:00","9114","8943"
"29.08.2024 09:00 - 29.08.2024 09:15","9127","8891"
"29.08.2024 09:15 - 29.08.2024 09:30","9123","8893"
"29.08.2024 09:30 - 29.08.2024 09:45","9111","8894"
"29.08.2024 09:45 - 29.08.2024 10:00","9081","8916"
"29.08.2024 10:00 - 29.08.2024 10:15","9021","8852"
"29.08.2024 10:15 - 29.08.2024 10:30","8988","8810"
"29.08.2024 10:30 - 29.08.2024 10:45","8970","8824"
"29.08.2024 10:45 - 29.08.2024 11:00","8958","8769"
"29.08.2024 11:00 - 29.08.2024 11:15","8959","8732"
"29.08.2024 11:15 - 29.08.2024 11:30","8954","8804"
"29.08.2024 11:30 - 29.08.2024 11:45","8946","8804"
"29.08.2024 11:45 - 29.08.2024 12:00","8940","8913"
"29.08.2024 12:00 - 29.08.2024 12:15","8933","8808"
"29.08.2024 12:15 - 29.08.2024 12:30","8929","8755"
"29.08.2024 12:30 - 29.08.2024 12:45","8927","8894"
"29.08.2024 12:45 - 29.08.2024 13:00","8928","8813"
"29.08.2024 13:00 - 29.08.2024 13:15","8934","8835"
"29.08.2024 13:15 - 29.08.2024 13:30","8936","8797"
"29.08.2024 13:30 - 29.08.2024 13:45","8934","8901"
"29.08.2024 13:45 - 29.08.2024 14:00","8933","8894"
"29.08.2024 14:00 - 29.08.2024 14:15","8932","8776"
"29.08.2024 14:15 - 29.08.2024 14:30","8928","8733"
"29.08.2024 14:30 - 29.08.2024 14:45","8922","8758"
"29.08.2024 14:45 - 29.08.2024 15:00","8912","8798"
"29.08.2024 15:00 - 29.08.2024 15:15","8892","8721"
"29.08.2024 15:15 - 29.08.2024 15:30","8882","8700"
"29.08.2024 15:30 - 29.08.2024 15:45","8876","8780"
"29.08.2024 15:45 - 29.08.2024 16:00","8874","8779"
"29.08.2024 16:00 - 29.08.2024 16:15","8880","8679"
"29.08.2024 16:15 - 29.08.2024 16:30","8877","8790"
"29.08.2024 16:30 - 29.08.2024 16:45","8868","8787"
"29.08.2024 16:45 - 29.08.2024 17:00","8861","8818"
"29.08.2024 17:00 - 29.08.2024 17:15","8860","8730"
"29.08.2024 17:15 - 29.08.2024 17:30","8843","8794"
"29.08.2024 17:30 - 29.08.2024 17:45","8815","8814"
"29.08.2024 17:45 - 29.08.2024 18:00","8771","8834"
"29.08.2024 18:00 - 29.08.2024 18:15","8698","8808"
"29.08.2024 18:15 - 29.08.2024 18:30","8650","8812"
"29.08.2024 18:30 - 29.08.2024 18:45","8612","8733"
"29.08.2024 18:45 - 29.08.2024 19:00","8587","8532"
"29.08.2024 19:00 - 29.08.2024 19:15","8589","8655"
"29.08.2024 19:15 - 29.08.2024 19:30","8557","8648"
"29.08.2024 19:30 - 29.08.2024 19:45","8505","8663"
"29.08.2024 19:45 - 29.08.2024 20:00","8442","8535"
"29.08.2024 20:00 - 29.08.2024 20:15","8360","8422"
"29.08.2024 20:15 - 29.08.2024 20:30","8281","8362"
"29.08.2024 20:30 - 29.08.2024 20:45","8206","8217"
"29.08.2024 20:45 - 29.08.2024 21:00","8102","8151"
"29.08.2024 21:00 - 29.08.2024 21:15","7947","8058"
"29.08.2024 21:15 - 29.08.2024 21:30","7861","8005"
"29.08.2024 21:30 - 29.08.2024 21:45","7821","7867"
"29.08.2024 21:45 - 29.08.2024 22:00","7797","7739"
"29.08.2024 22:00 - 29.08.2024 22:15","7577","7731"
"29.08.2024 22:15 - 29.08.2024 22:30","7571","7588"
"29.08.2024 22:30 - 29.08.2024 22:45","7561","7544"
"29.08.2024 22:45 - 29.08.2024 23:00","7538","7535"
"29.08.2024 23:00 - 29.08.2024 23:15","7499","7499"
"29.08.2024 23:15 - 29.08.2024 23:30","7472","7449"
"29.08.2024 23:30 - 29.08.2024 23:45","7453","7531"
"29.08.2024 23:45 - 30.08.2024 00:00","7425","7482"
"30.08.2024 00:00 - 30.08.2024 00:15","7384","7452"
"30.08.2024 00:15 - 30.08.2024 00:30","7369","7400"
"30.08.2024 00:30 - 30.08.2024 00:45","7369","7492"
"30.08.2024 00:45 - 30.08.2024 01:00","7384","7391"
"30.08.2024 01:00 - 30.08.2024 01:15","7422","7382"
"30.08.2024 01:15 - 30.08.2024 01:30","7451","7352"
"30.08.2024 01:30 - 30.08.2024 01:45","7482","7425"
"30.08.2024 01:45 - 30.08.2024 02:00","7503","7435"
"30.08.2024 02:00 - 30.08.2024 02:15","7495","7504"
"30.08.2024 02:15 - 30.08.2024 02:30","7543","7619"
"30.08.2024 02:30 - 30.08.2024 02:45","7624","7734"
