"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|BE","Actual Total Load [MW] - BZN|BE"
"17.08.2024 17:00 - 17.08.2024 17:15","8620","8540"
"17.08.2024 17:15 - 17.08.2024 17:30","8517","8541"
"17.08.2024 17:30 - 17.08.2024 17:45","8424","8562"
"17.08.2024 17:45 - 17.08.2024 18:00","8329","8510"
"17.08.2024 18:00 - 17.08.2024 18:15","8458","8489"
"17.08.2024 18:15 - 17.08.2024 18:30","8420","8458"
"17.08.2024 18:30 - 17.08.2024 18:45","8342","8392"
"17.08.2024 18:45 - 17.08.2024 19:00","8292","8334"
"17.08.2024 19:00 - 17.08.2024 19:15","8243","8370"
"17.08.2024 19:15 - 17.08.2024 19:30","8218","8422"
"17.08.2024 19:30 - 17.08.2024 19:45","8235","8398"
"17.08.2024 19:45 - 17.08.2024 20:00","8244","8311"
"17.08.2024 20:00 - 17.08.2024 20:15","8235","8258"
"17.08.2024 20:15 - 17.08.2024 20:30","8266","8204"
"17.08.2024 20:30 - 17.08.2024 20:45","8239","8088"
"17.08.2024 20:45 - 17.08.2024 21:00","8147","8026"
"17.08.2024 21:00 - 17.08.2024 21:15","8146","8005"
"17.08.2024 21:15 - 17.08.2024 21:30","8047","7866"
"17.08.2024 21:30 - 17.08.2024 21:45","7948","7739"
"17.08.2024 21:45 - 17.08.2024 22:00","7829","7667"
"17.08.2024 22:00 - 17.08.2024 22:15","7667","7419"
"17.08.2024 22:15 - 17.08.2024 22:30","7558","7347"
"17.08.2024 22:30 - 17.08.2024 22:45","7508","7341"
"17.08.2024 22:45 - 17.08.2024 23:00","7398","7310"
"17.08.2024 23:00 - 17.08.2024 23:15","7263","7302"
"17.08.2024 23:15 - 17.08.2024 23:30","7176","7244"
"17.08.2024 23:30 - 17.08.2024 23:45","7136","7191"
"17.08.2024 23:45 - 18.08.2024 00:00","7078","7134"
"18.08.2024 00:00 - 18.08.2024 00:15","6998","7116"
"18.08.2024 00:15 - 18.08.2024 00:30","6931","7000"
"18.08.2024 00:30 - 18.08.2024 00:45","6908","7018"
"18.08.2024 00:45 - 18.08.2024 01:00","6871","6970"
"18.08.2024 01:00 - 18.08.2024 01:15","6887","6897"
"18.08.2024 01:15 - 18.08.2024 01:30","6840","6942"
"18.08.2024 01:30 - 18.08.2024 01:45","6823","6828"
"18.08.2024 01:45 - 18.08.2024 02:00","6802","6836"
"18.08.2024 02:00 - 18.08.2024 02:15","6781","6843"
"18.08.2024 02:15 - 18.08.2024 02:30","6788","6802"
"18.08.2024 02:30 - 18.08.2024 02:45","6779","6771"
"18.08.2024 02:45 - 18.08.2024 03:00","6781","6752"
"18.08.2024 03:00 - 18.08.2024 03:15","6721","6708"
"18.08.2024 03:15 - 18.08.2024 03:30","6699","6727"
"18.08.2024 03:30 - 18.08.2024 03:45","6718","6733"
"18.08.2024 03:45 - 18.08.2024 04:00","6696","6787"
"18.08.2024 04:00 - 18.08.2024 04:15","6709","6932"
"18.08.2024 04:15 - 18.08.2024 04:30","6735","6894"
"18.08.2024 04:30 - 18.08.2024 04:45","6788","6927"
"18.08.2024 04:45 - 18.08.2024 05:00","6865","6937"
"18.08.2024 05:00 - 18.08.2024 05:15","6862","6907"
"18.08.2024 05:15 - 18.08.2024 05:30","6962","6967"
"18.08.2024 05:30 - 18.08.2024 05:45","7021","7107"
"18.08.2024 05:45 - 18.08.2024 06:00","7083","7158"
"18.08.2024 06:00 - 18.08.2024 06:15","7262","7188"
"18.08.2024 06:15 - 18.08.2024 06:30","7340","7274"
"18.08.2024 06:30 - 18.08.2024 06:45","7450","7346"
"18.08.2024 06:45 - 18.08.2024 07:00","7588","7401"
"18.08.2024 07:00 - 18.08.2024 07:15","7705","7298"
"18.08.2024 07:15 - 18.08.2024 07:30","7810","7403"
"18.08.2024 07:30 - 18.08.2024 07:45","7955","7496"
"18.08.2024 07:45 - 18.08.2024 08:00","8032","7575"
"18.08.2024 08:00 - 18.08.2024 08:15","8066","7568"
"18.08.2024 08:15 - 18.08.2024 08:30","8154","7661"
"18.08.2024 08:30 - 18.08.2024 08:45","8232","7763"
"18.08.2024 08:45 - 18.08.2024 09:00","8310","7903"
"18.08.2024 09:00 - 18.08.2024 09:15","8295","7917"
"18.08.2024 09:15 - 18.08.2024 09:30","8350","8090"
"18.08.2024 09:30 - 18.08.2024 09:45","8432","8156"
"18.08.2024 09:45 - 18.08.2024 10:00","8464","8203"
"18.08.2024 10:00 - 18.08.2024 10:15","8511","8234"
"18.08.2024 10:15 - 18.08.2024 10:30","8493","8370"
"18.08.2024 10:30 - 18.08.2024 10:45","8407","8312"
"18.08.2024 10:45 - 18.08.2024 11:00","8362","8368"
"18.08.2024 11:00 - 18.08.2024 11:15","8270","8170"
"18.08.2024 11:15 - 18.08.2024 11:30","8226","8175"
"18.08.2024 11:30 - 18.08.2024 11:45","8205","8229"
"18.08.2024 11:45 - 18.08.2024 12:00","8187","8210"
"18.08.2024 12:00 - 18.08.2024 12:15","8071","8296"
"18.08.2024 12:15 - 18.08.2024 12:30","8046","8246"
"18.08.2024 12:30 - 18.08.2024 12:45","7975","8089"
"18.08.2024 12:45 - 18.08.2024 13:00","7937","7963"
"18.08.2024 13:00 - 18.08.2024 13:15","7918","7956"
"18.08.2024 13:15 - 18.08.2024 13:30","7864","7894"
"18.08.2024 13:30 - 18.08.2024 13:45","7769","7762"
"18.08.2024 13:45 - 18.08.2024 14:00","7758","7653"
"18.08.2024 14:00 - 18.08.2024 14:15","7863","7707"
"18.08.2024 14:15 - 18.08.2024 14:30","7802","7734"
"18.08.2024 14:30 - 18.08.2024 14:45","7776","7603"
"18.08.2024 14:45 - 18.08.2024 15:00","7763","7640"
"18.08.2024 15:00 - 18.08.2024 15:15","7915","7767"
"18.08.2024 15:15 - 18.08.2024 15:30","7935","7706"
"18.08.2024 15:30 - 18.08.2024 15:45","8013","7708"
"18.08.2024 15:45 - 18.08.2024 16:00","7973","7777"
"18.08.2024 16:00 - 18.08.2024 16:15","8126","8060"
"18.08.2024 16:15 - 18.08.2024 16:30","8219","8195"
"18.08.2024 16:30 - 18.08.2024 16:45","8220","8288"
"18.08.2024 16:45 - 18.08.2024 17:00","8246","8177"
"18.08.2024 17:00 - 18.08.2024 17:15","8380","8319"
"18.08.2024 17:15 - 18.08.2024 17:30","8374","8265"
"18.08.2024 17:30 - 18.08.2024 17:45","8377","8230"
"18.08.2024 17:45 - 18.08.2024 18:00","8362","8146"
"18.08.2024 18:00 - 18.08.2024 18:15","8415","8134"
"18.08.2024 18:15 - 18.08.2024 18:30","8362","8247"
"18.08.2024 18:30 - 18.08.2024 18:45","8308","8230"
"18.08.2024 18:45 - 18.08.2024 19:00","8272","8213"
"18.08.2024 19:00 - 18.08.2024 19:15","8305","8288"
"18.08.2024 19:15 - 18.08.2024 19:30","8323","8353"
"18.08.2024 19:30 - 18.08.2024 19:45","8331","8332"
"18.08.2024 19:45 - 18.08.2024 20:00","8339","8306"
"18.08.2024 20:00 - 18.08.2024 20:15","8320","8163"
"18.08.2024 20:15 - 18.08.2024 20:30","8317","8080"
"18.08.2024 20:30 - 18.08.2024 20:45","8288","7997"
"18.08.2024 20:45 - 18.08.2024 21:00","8228","7813"
"18.08.2024 21:00 - 18.08.2024 21:15","8200","7776"
"18.08.2024 21:15 - 18.08.2024 21:30","8050","7616"
"18.08.2024 21:30 - 18.08.2024 21:45","7965","7457"
"18.08.2024 21:45 - 18.08.2024 22:00","7896","7308"
"18.08.2024 22:00 - 18.08.2024 22:15","7635","7194"
"18.08.2024 22:15 - 18.08.2024 22:30","7534","7090"
"18.08.2024 22:30 - 18.08.2024 22:45","7452","7069"
"18.08.2024 22:45 - 18.08.2024 23:00","7377","7013"
"18.08.2024 23:00 - 18.08.2024 23:15","7268","6995"
"18.08.2024 23:15 - 18.08.2024 23:30","7226","6978"
"18.08.2024 23:30 - 18.08.2024 23:45","7163","6906"
"18.08.2024 23:45 - 19.08.2024 00:00","7137","6840"
"19.08.2024 00:00 - 19.08.2024 00:15","7049","6825"
"19.08.2024 00:15 - 19.08.2024 00:30","7011","6858"
"19.08.2024 00:30 - 19.08.2024 00:45","6993","6719"
"19.08.2024 00:45 - 19.08.2024 01:00","6938","6781"
"19.08.2024 01:00 - 19.08.2024 01:15","6937","6783"
"19.08.2024 01:15 - 19.08.2024 01:30","6970","6781"
"19.08.2024 01:30 - 19.08.2024 01:45","6935","6783"
"19.08.2024 01:45 - 19.08.2024 02:00","6913","6734"
"19.08.2024 02:00 - 19.08.2024 02:15","7017","6818"
"19.08.2024 02:15 - 19.08.2024 02:30","7005","6831"
"19.08.2024 02:30 - 19.08.2024 02:45","7033","6820"
"19.08.2024 02:45 - 19.08.2024 03:00","7103","6908"
"19.08.2024 03:00 - 19.08.2024 03:15","7252","7107"
"19.08.2024 03:15 - 19.08.2024 03:30","7367","7196"
"19.08.2024 03:30 - 19.08.2024 03:45","7407","7408"
"19.08.2024 03:45 - 19.08.2024 04:00","7444","7524"
"19.08.2024 04:00 - 19.08.2024 04:15","7924","7777"
"19.08.2024 04:15 - 19.08.2024 04:30","8031","7885"
"19.08.2024 04:30 - 19.08.2024 04:45","8149","8077"
"19.08.2024 04:45 - 19.08.2024 05:00","8322","8164"
"19.08.2024 05:00 - 19.08.2024 05:15","8546","8403"
"19.08.2024 05:15 - 19.08.2024 05:30","8775","8464"
"19.08.2024 05:30 - 19.08.2024 05:45","8975","8572"
"19.08.2024 05:45 - 19.08.2024 06:00","9187","8764"
"19.08.2024 06:00 - 19.08.2024 06:15","9314","8901"
"19.08.2024 06:15 - 19.08.2024 06:30","9414","9075"
"19.08.2024 06:30 - 19.08.2024 06:45","9547","9172"
"19.08.2024 06:45 - 19.08.2024 07:00","9669","9243"
"19.08.2024 07:00 - 19.08.2024 07:15","9650","9398"
"19.08.2024 07:15 - 19.08.2024 07:30","9785","9569"
"19.08.2024 07:30 - 19.08.2024 07:45","9934","9667"
"19.08.2024 07:45 - 19.08.2024 08:00","10092","9751"
"19.08.2024 08:00 - 19.08.2024 08:15","9865","9794"
"19.08.2024 08:15 - 19.08.2024 08:30","9864","9813"
"19.08.2024 08:30 - 19.08.2024 08:45","9958","9938"
"19.08.2024 08:45 - 19.08.2024 09:00","10115","10075"
"19.08.2024 09:00 - 19.08.2024 09:15","9957","10080"
"19.08.2024 09:15 - 19.08.2024 09:30","9995","10241"
"19.08.2024 09:30 - 19.08.2024 09:45","10076","10373"
"19.08.2024 09:45 - 19.08.2024 10:00","10178","10421"
"19.08.2024 10:00 - 19.08.2024 10:15","9964","10369"
"19.08.2024 10:15 - 19.08.2024 10:30","9912","10321"
"19.08.2024 10:30 - 19.08.2024 10:45","9937","10341"
"19.08.2024 10:45 - 19.08.2024 11:00","9908","10367"
"19.08.2024 11:00 - 19.08.2024 11:15","9957","10404"
"19.08.2024 11:15 - 19.08.2024 11:30","9930","10340"
"19.08.2024 11:30 - 19.08.2024 11:45","9929","10277"
"19.08.2024 11:45 - 19.08.2024 12:00","9891","10148"
"19.08.2024 12:00 - 19.08.2024 12:15","9805","10050"
"19.08.2024 12:15 - 19.08.2024 12:30","9791","9944"
"19.08.2024 12:30 - 19.08.2024 12:45","9781","9876"
"19.08.2024 12:45 - 19.08.2024 13:00","9756","9774"
"19.08.2024 13:00 - 19.08.2024 13:15","9698","9696"
"19.08.2024 13:15 - 19.08.2024 13:30","9645","9566"
"19.08.2024 13:30 - 19.08.2024 13:45","9578","9428"
"19.08.2024 13:45 - 19.08.2024 14:00","9488","9358"
"19.08.2024 14:00 - 19.08.2024 14:15","9626","9281"
"19.08.2024 14:15 - 19.08.2024 14:30","9561","9255"
"19.08.2024 14:30 - 19.08.2024 14:45","9523","9273"
"19.08.2024 14:45 - 19.08.2024 15:00","9490","9191"
"19.08.2024 15:00 - 19.08.2024 15:15","9783","9294"
"19.08.2024 15:15 - 19.08.2024 15:30","9689","9158"
"19.08.2024 15:30 - 19.08.2024 15:45","9677","9268"
"19.08.2024 15:45 - 19.08.2024 16:00","9633","9365"
"19.08.2024 16:00 - 19.08.2024 16:15","9776","9371"
"19.08.2024 16:15 - 19.08.2024 16:30","9737","9512"
"19.08.2024 16:30 - 19.08.2024 16:45","9711","9585"
"19.08.2024 16:45 - 19.08.2024 17:00","9663","9563"
"19.08.2024 17:00 - 19.08.2024 17:15","9543","9464"
"19.08.2024 17:15 - 19.08.2024 17:30","9500","9284"
"19.08.2024 17:30 - 19.08.2024 17:45","9453","9176"
"19.08.2024 17:45 - 19.08.2024 18:00","9409","9212"
"19.08.2024 18:00 - 19.08.2024 18:15","9323","9089"
"19.08.2024 18:15 - 19.08.2024 18:30","9239","9167"
"19.08.2024 18:30 - 19.08.2024 18:45","9127","9193"
"19.08.2024 18:45 - 19.08.2024 19:00","9067","9138"
"19.08.2024 19:00 - 19.08.2024 19:15","8977","9282"
"19.08.2024 19:15 - 19.08.2024 19:30","8972","9239"
"19.08.2024 19:30 - 19.08.2024 19:45","8967","9244"
"19.08.2024 19:45 - 19.08.2024 20:00","8941","9107"
"19.08.2024 20:00 - 19.08.2024 20:15","8955","9009"
"19.08.2024 20:15 - 19.08.2024 20:30","8921","8872"
"19.08.2024 20:30 - 19.08.2024 20:45","8840","8788"
"19.08.2024 20:45 - 19.08.2024 21:00","8732","8673"
"19.08.2024 21:00 - 19.08.2024 21:15","8742","8542"
"19.08.2024 21:15 - 19.08.2024 21:30","8610","8338"
"19.08.2024 21:30 - 19.08.2024 21:45","8486","8327"
"19.08.2024 21:45 - 19.08.2024 22:00","8369","8184"
"19.08.2024 22:00 - 19.08.2024 22:15","8206","8133"
"19.08.2024 22:15 - 19.08.2024 22:30","8014","8076"
"19.08.2024 22:30 - 19.08.2024 22:45","7909","7975"
"19.08.2024 22:45 - 19.08.2024 23:00","7818","7844"
"19.08.2024 23:00 - 19.08.2024 23:15","7837","7757"
"19.08.2024 23:15 - 19.08.2024 23:30","7727","7705"
"19.08.2024 23:30 - 19.08.2024 23:45","7657","7606"
"19.08.2024 23:45 - 20.08.2024 00:00","7572","7692"
"20.08.2024 00:00 - 20.08.2024 00:15","7514","7510"
"20.08.2024 00:15 - 20.08.2024 00:30","7471","7441"
"20.08.2024 00:30 - 20.08.2024 00:45","7460","7357"
"20.08.2024 00:45 - 20.08.2024 01:00","7440","7381"
"20.08.2024 01:00 - 20.08.2024 01:15","7403","7383"
"20.08.2024 01:15 - 20.08.2024 01:30","7382","7321"
"20.08.2024 01:30 - 20.08.2024 01:45","7372","7283"
"20.08.2024 01:45 - 20.08.2024 02:00","7350","7366"
"20.08.2024 02:00 - 20.08.2024 02:15","7381","7402"
"20.08.2024 02:15 - 20.08.2024 02:30","7377","7447"
"20.08.2024 02:30 - 20.08.2024 02:45","7391","7476"
"20.08.2024 02:45 - 20.08.2024 03:00","7412","7468"
"20.08.2024 03:00 - 20.08.2024 03:15","7581","7572"
"20.08.2024 03:15 - 20.08.2024 03:30","7652","7617"
"20.08.2024 03:30 - 20.08.2024 03:45","7719","7623"
"20.08.2024 03:45 - 20.08.2024 04:00","7808","7811"
"20.08.2024 04:00 - 20.08.2024 04:15","8154","8099"
"20.08.2024 04:15 - 20.08.2024 04:30","8294","8225"
"20.08.2024 04:30 - 20.08.2024 04:45","8416","8278"
"20.08.2024 04:45 - 20.08.2024 05:00","8559","8423"
"20.08.2024 05:00 - 20.08.2024 05:15","8825","8763"
"20.08.2024 05:15 - 20.08.2024 05:30","9011","8798"
"20.08.2024 05:30 - 20.08.2024 05:45","9156","8973"
"20.08.2024 05:45 - 20.08.2024 06:00","9320","9156"
"20.08.2024 06:00 - 20.08.2024 06:15","9567","9219"
"20.08.2024 06:15 - 20.08.2024 06:30","9704","9357"
"20.08.2024 06:30 - 20.08.2024 06:45","9839","9521"
"20.08.2024 06:45 - 20.08.2024 07:00","9934","9560"
"20.08.2024 07:00 - 20.08.2024 07:15","9985","9622"
"20.08.2024 07:15 - 20.08.2024 07:30","10074","9733"
"20.08.2024 07:30 - 20.08.2024 07:45","10164","9791"
"20.08.2024 07:45 - 20.08.2024 08:00","10236","9830"
"20.08.2024 08:00 - 20.08.2024 08:15","10099","9850"
"20.08.2024 08:15 - 20.08.2024 08:30","10170","9825"
"20.08.2024 08:30 - 20.08.2024 08:45","10249","10013"
"20.08.2024 08:45 - 20.08.2024 09:00","10303","10183"
"20.08.2024 09:00 - 20.08.2024 09:15","10234","10294"
"20.08.2024 09:15 - 20.08.2024 09:30","10249","10367"
"20.08.2024 09:30 - 20.08.2024 09:45","10310","10390"
"20.08.2024 09:45 - 20.08.2024 10:00","10354","10348"
"20.08.2024 10:00 - 20.08.2024 10:15","10199","10385"
"20.08.2024 10:15 - 20.08.2024 10:30","10132","10326"
"20.08.2024 10:30 - 20.08.2024 10:45","10143","10236"
"20.08.2024 10:45 - 20.08.2024 11:00","10159","10151"
"20.08.2024 11:00 - 20.08.2024 11:15","10128","10090"
"20.08.2024 11:15 - 20.08.2024 11:30","10132","10023"
"20.08.2024 11:30 - 20.08.2024 11:45","10120","9996"
"20.08.2024 11:45 - 20.08.2024 12:00","10065","9809"
"20.08.2024 12:00 - 20.08.2024 12:15","9985","9709"
"20.08.2024 12:15 - 20.08.2024 12:30","9939","9670"
"20.08.2024 12:30 - 20.08.2024 12:45","9918","9587"
"20.08.2024 12:45 - 20.08.2024 13:00","9906","9669"
"20.08.2024 13:00 - 20.08.2024 13:15","9920","9726"
"20.08.2024 13:15 - 20.08.2024 13:30","9879","9779"
"20.08.2024 13:30 - 20.08.2024 13:45","9846","9708"
"20.08.2024 13:45 - 20.08.2024 14:00","9769","9558"
"20.08.2024 14:00 - 20.08.2024 14:15","9819","9436"
"20.08.2024 14:15 - 20.08.2024 14:30","9776","9545"
"20.08.2024 14:30 - 20.08.2024 14:45","9738","9489"
"20.08.2024 14:45 - 20.08.2024 15:00","9716","9588"
"20.08.2024 15:00 - 20.08.2024 15:15","9879","9612"
"20.08.2024 15:15 - 20.08.2024 15:30","9828","9577"
"20.08.2024 15:30 - 20.08.2024 15:45","9817","9668"
"20.08.2024 15:45 - 20.08.2024 16:00","9817","9759"
"20.08.2024 16:00 - 20.08.2024 16:15","9855","9844"
"20.08.2024 16:15 - 20.08.2024 16:30","9806","9852"
"20.08.2024 16:30 - 20.08.2024 16:45","9835","9826"
"20.08.2024 16:45 - 20.08.2024 17:00","9825","9820"
"20.08.2024 17:00 - 20.08.2024 17:15","9747","9776"
"20.08.2024 17:15 - 20.08.2024 17:30","9664","9705"
"20.08.2024 17:30 - 20.08.2024 17:45","9596","9764"
"20.08.2024 17:45 - 20.08.2024 18:00","9535","9689"
"20.08.2024 18:00 - 20.08.2024 18:15","9506","9750"
"20.08.2024 18:15 - 20.08.2024 18:30","9422","9751"
"20.08.2024 18:30 - 20.08.2024 18:45","9320","9622"
"20.08.2024 18:45 - 20.08.2024 19:00","9258","9410"
"20.08.2024 19:00 - 20.08.2024 19:15","9222","9346"
"20.08.2024 19:15 - 20.08.2024 19:30","9199","9249"
"20.08.2024 19:30 - 20.08.2024 19:45","9222","9140"
"20.08.2024 19:45 - 20.08.2024 20:00","9221","9132"
"20.08.2024 20:00 - 20.08.2024 20:15","9142","9029"
"20.08.2024 20:15 - 20.08.2024 20:30","9124","8851"
"20.08.2024 20:30 - 20.08.2024 20:45","9063","8782"
"20.08.2024 20:45 - 20.08.2024 21:00","8955","8616"
"20.08.2024 21:00 - 20.08.2024 21:15","8867","8399"
"20.08.2024 21:15 - 20.08.2024 21:30","8701","8269"
"20.08.2024 21:30 - 20.08.2024 21:45","8553","8089"
"20.08.2024 21:45 - 20.08.2024 22:00","8423","7947"
"20.08.2024 22:00 - 20.08.2024 22:15","8164","7859"
"20.08.2024 22:15 - 20.08.2024 22:30","8023","7806"
"20.08.2024 22:30 - 20.08.2024 22:45","7919","7805"
"20.08.2024 22:45 - 20.08.2024 23:00","7832","7748"
"20.08.2024 23:00 - 20.08.2024 23:15","7757","7620"
"20.08.2024 23:15 - 20.08.2024 23:30","7679","7462"
"20.08.2024 23:30 - 20.08.2024 23:45","7607","7442"
"20.08.2024 23:45 - 21.08.2024 00:00","7538","7472"
"21.08.2024 00:00 - 21.08.2024 00:15","7506","7452"
"21.08.2024 00:15 - 21.08.2024 00:30","7452","7432"
"21.08.2024 00:30 - 21.08.2024 00:45","7443","7326"
"21.08.2024 00:45 - 21.08.2024 01:00","7412","7277"
"21.08.2024 01:00 - 21.08.2024 01:15","7395","7362"
"21.08.2024 01:15 - 21.08.2024 01:30","7394","7304"
"21.08.2024 01:30 - 21.08.2024 01:45","7383","7281"
"21.08.2024 01:45 - 21.08.2024 02:00","7374","7285"
"21.08.2024 02:00 - 21.08.2024 02:15","7494","7255"
"21.08.2024 02:15 - 21.08.2024 02:30","7486","7305"
"21.08.2024 02:30 - 21.08.2024 02:45","7492","7471"
"21.08.2024 02:45 - 21.08.2024 03:00","7515","7492"
"21.08.2024 03:00 - 21.08.2024 03:15","7599","7809"
"21.08.2024 03:15 - 21.08.2024 03:30","7668","7891"
"21.08.2024 03:30 - 21.08.2024 03:45","7716","7890"
"21.08.2024 03:45 - 21.08.2024 04:00","7812","7905"
"21.08.2024 04:00 - 21.08.2024 04:15","8165","8245"
"21.08.2024 04:15 - 21.08.2024 04:30","8288","8416"
"21.08.2024 04:30 - 21.08.2024 04:45","8384","8429"
"21.08.2024 04:45 - 21.08.2024 05:00","8530","8489"
"21.08.2024 05:00 - 21.08.2024 05:15","8885","8831"
"21.08.2024 05:15 - 21.08.2024 05:30","9049","9025"
"21.08.2024 05:30 - 21.08.2024 05:45","9212","9177"
"21.08.2024 05:45 - 21.08.2024 06:00","9386","9328"
"21.08.2024 06:00 - 21.08.2024 06:15","9514","9554"
"21.08.2024 06:15 - 21.08.2024 06:30","9636","9704"
"21.08.2024 06:30 - 21.08.2024 06:45","9771","9666"
"21.08.2024 06:45 - 21.08.2024 07:00","9870","9796"
"21.08.2024 07:00 - 21.08.2024 07:15","9871","9772"
"21.08.2024 07:15 - 21.08.2024 07:30","9949","9909"
"21.08.2024 07:30 - 21.08.2024 07:45","10051","10120"
"21.08.2024 07:45 - 21.08.2024 08:00","10114","10133"
"21.08.2024 08:00 - 21.08.2024 08:15","10028","10280"
"21.08.2024 08:15 - 21.08.2024 08:30","10098","10428"
"21.08.2024 08:30 - 21.08.2024 08:45","10188","10426"
"21.08.2024 08:45 - 21.08.2024 09:00","10242","10268"
"21.08.2024 09:00 - 21.08.2024 09:15","10317","10258"
"21.08.2024 09:15 - 21.08.2024 09:30","10353","10298"
"21.08.2024 09:30 - 21.08.2024 09:45","10412","10349"
"21.08.2024 09:45 - 21.08.2024 10:00","10450","10396"
"21.08.2024 10:00 - 21.08.2024 10:15","10379","10208"
"21.08.2024 10:15 - 21.08.2024 10:30","10307","10089"
"21.08.2024 10:30 - 21.08.2024 10:45","10317","10115"
"21.08.2024 10:45 - 21.08.2024 11:00","10324","10067"
"21.08.2024 11:00 - 21.08.2024 11:15","10229","10032"
"21.08.2024 11:15 - 21.08.2024 11:30","10227","9942"
"21.08.2024 11:30 - 21.08.2024 11:45","10213","9931"
"21.08.2024 11:45 - 21.08.2024 12:00","10146","9929"
"21.08.2024 12:00 - 21.08.2024 12:15","10138","9914"
"21.08.2024 12:15 - 21.08.2024 12:30","10080","9870"
"21.08.2024 12:30 - 21.08.2024 12:45","10053","9920"
"21.08.2024 12:45 - 21.08.2024 13:00","10042","9868"
"21.08.2024 13:00 - 21.08.2024 13:15","9991","9905"
"21.08.2024 13:15 - 21.08.2024 13:30","9967","9829"
"21.08.2024 13:30 - 21.08.2024 13:45","9929","9763"
"21.08.2024 13:45 - 21.08.2024 14:00","9851","9706"
"21.08.2024 14:00 - 21.08.2024 14:15","9697","9634"
"21.08.2024 14:15 - 21.08.2024 14:30","9652","9558"
"21.08.2024 14:30 - 21.08.2024 14:45","9612","9588"
"21.08.2024 14:45 - 21.08.2024 15:00","9605","9594"
"21.08.2024 15:00 - 21.08.2024 15:15","9697","9602"
"21.08.2024 15:15 - 21.08.2024 15:30","9663","9645"
"21.08.2024 15:30 - 21.08.2024 15:45","9669","9687"
"21.08.2024 15:45 - 21.08.2024 16:00","9678","9752"
"21.08.2024 16:00 - 21.08.2024 16:15","9679","9813"
"21.08.2024 16:15 - 21.08.2024 16:30","9617","9827"
"21.08.2024 16:30 - 21.08.2024 16:45","9627","9779"
"21.08.2024 16:45 - 21.08.2024 17:00","9608","9736"
"21.08.2024 17:00 - 21.08.2024 17:15","9572","9594"
"21.08.2024 17:15 - 21.08.2024 17:30","9502","9575"
"21.08.2024 17:30 - 21.08.2024 17:45","9439","9650"
"21.08.2024 17:45 - 21.08.2024 18:00","9396","9603"
"21.08.2024 18:00 - 21.08.2024 18:15","9514","9546"
"21.08.2024 18:15 - 21.08.2024 18:30","9427","9315"
"21.08.2024 18:30 - 21.08.2024 18:45","9335","9214"
"21.08.2024 18:45 - 21.08.2024 19:00","9279","9243"
"21.08.2024 19:00 - 21.08.2024 19:15","9258","9306"
"21.08.2024 19:15 - 21.08.2024 19:30","9243","9221"
"21.08.2024 19:30 - 21.08.2024 19:45","9274","9167"
"21.08.2024 19:45 - 21.08.2024 20:00","9276","9101"
"21.08.2024 20:00 - 21.08.2024 20:15","9130","9093"
"21.08.2024 20:15 - 21.08.2024 20:30","9101","9125"
"21.08.2024 20:30 - 21.08.2024 20:45","9034","8922"
"21.08.2024 20:45 - 21.08.2024 21:00","8917","8845"
"21.08.2024 21:00 - 21.08.2024 21:15","8847","8685"
"21.08.2024 21:15 - 21.08.2024 21:30","8688","8599"
"21.08.2024 21:30 - 21.08.2024 21:45","8542","8375"
"21.08.2024 21:45 - 21.08.2024 22:00","8408","8276"
"21.08.2024 22:00 - 21.08.2024 22:15","8129","8270"
"21.08.2024 22:15 - 21.08.2024 22:30","8021","8114"
"21.08.2024 22:30 - 21.08.2024 22:45","7907","8083"
"21.08.2024 22:45 - 21.08.2024 23:00","7820","7959"
"21.08.2024 23:00 - 21.08.2024 23:15","7732","7884"
"21.08.2024 23:15 - 21.08.2024 23:30","7646","7903"
"21.08.2024 23:30 - 21.08.2024 23:45","7585","7799"
"21.08.2024 23:45 - 22.08.2024 00:00","7521","7667"
"22.08.2024 00:00 - 22.08.2024 00:15","7431","7505"
"22.08.2024 00:15 - 22.08.2024 00:30","7375","7494"
"22.08.2024 00:30 - 22.08.2024 00:45","7356","7424"
"22.08.2024 00:45 - 22.08.2024 01:00","7335","7339"
"22.08.2024 01:00 - 22.08.2024 01:15","7327","7289"
"22.08.2024 01:15 - 22.08.2024 01:30","7315","7213"
"22.08.2024 01:30 - 22.08.2024 01:45","7299","7227"
"22.08.2024 01:45 - 22.08.2024 02:00","7303","7294"
"22.08.2024 02:00 - 22.08.2024 02:15","7365","7228"
"22.08.2024 02:15 - 22.08.2024 02:30","7365","7218"
"22.08.2024 02:30 - 22.08.2024 02:45","7360","7198"
"22.08.2024 02:45 - 22.08.2024 03:00","7379","7298"
"22.08.2024 03:00 - 22.08.2024 03:15","7574","7407"
"22.08.2024 03:15 - 22.08.2024 03:30","7631","7516"
"22.08.2024 03:30 - 22.08.2024 03:45","7675","7634"
"22.08.2024 03:45 - 22.08.2024 04:00","7774","7654"
