"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|ES","Actual Total Load [MW] - BZN|ES"
"05.11.2024 08:45 - 05.11.2024 09:00","28313","28152"
"05.11.2024 09:00 - 05.11.2024 09:15","28150","28128"
"05.11.2024 09:15 - 05.11.2024 09:30","28049","27932"
"05.11.2024 09:30 - 05.11.2024 09:45","27989","27656"
"05.11.2024 09:45 - 05.11.2024 10:00","27965","27628"
"05.11.2024 10:00 - 05.11.2024 10:15","27945","27536"
"05.11.2024 10:15 - 05.11.2024 10:30","27959","27332"
"05.11.2024 10:30 - 05.11.2024 10:45","27976","27088"
"05.11.2024 10:45 - 05.11.2024 11:00","27998","27008"
"05.11.2024 11:00 - 05.11.2024 11:15","28004","27024"
"05.11.2024 11:15 - 05.11.2024 11:30","28054","27072"
"05.11.2024 11:30 - 05.11.2024 11:45","28123","26908"
"05.11.2024 11:45 - 05.11.2024 12:00","28194","27024"
"05.11.2024 12:00 - 05.11.2024 12:15","28326","27336"
"05.11.2024 12:15 - 05.11.2024 12:30","28346","27468"
"05.11.2024 12:30 - 05.11.2024 12:45","28316","27460"
"05.11.2024 12:45 - 05.11.2024 13:00","28245","27476"
"05.11.2024 13:00 - 05.11.2024 13:15","28164","27472"
"05.11.2024 13:15 - 05.11.2024 13:30","28053","27396"
"05.11.2024 13:30 - 05.11.2024 13:45","27940","27620"
"05.11.2024 13:45 - 05.11.2024 14:00","27835","27732"
"05.11.2024 14:00 - 05.11.2024 14:15","27696","27616"
"05.11.2024 14:15 - 05.11.2024 14:30","27628","27496"
"05.11.2024 14:30 - 05.11.2024 14:45","27588","27552"
"05.11.2024 14:45 - 05.11.2024 15:00","27579","27512"
"05.11.2024 15:00 - 05.11.2024 15:15","27529","27564"
"05.11.2024 15:15 - 05.11.2024 15:30","27585","27524"
"05.11.2024 15:30 - 05.11.2024 15:45","27678","27628"
"05.11.2024 15:45 - 05.11.2024 16:00","27816","27828"
"05.11.2024 16:00 - 05.11.2024 16:15","27888","28004"
"05.11.2024 16:15 - 05.11.2024 16:30","28148","27964"
"05.11.2024 16:30 - 05.11.2024 16:45","28478","28268"
"05.11.2024 16:45 - 05.11.2024 17:00","28849","28676"
"05.11.2024 17:00 - 05.11.2024 17:15","29313","28852"
"05.11.2024 17:15 - 05.11.2024 17:30","29655","29492"
"05.11.2024 17:30 - 05.11.2024 17:45","29936","30152"
"05.11.2024 17:45 - 05.11.2024 18:00","30163","30496"
"05.11.2024 18:00 - 05.11.2024 18:15","30395","30496"
"05.11.2024 18:15 - 05.11.2024 18:30","30570","30436"
"05.11.2024 18:30 - 05.11.2024 18:45","30739","30760"
"05.11.2024 18:45 - 05.11.2024 19:00","30882","30944"
"05.11.2024 19:00 - 05.11.2024 19:15","31152","31072"
"05.11.2024 19:15 - 05.11.2024 19:30","31161","31080"
"05.11.2024 19:30 - 05.11.2024 19:45","31065","31368"
"05.11.2024 19:45 - 05.11.2024 20:00","30851","31424"
"05.11.2024 20:00 - 05.11.2024 20:15","30788","31432"
"05.11.2024 20:15 - 05.11.2024 20:30","30300","31164"
"05.11.2024 20:30 - 05.11.2024 20:45","29671","30712"
"05.11.2024 20:45 - 05.11.2024 21:00","28938","30136"
"05.11.2024 21:00 - 05.11.2024 21:15","28169","29096"
"05.11.2024 21:15 - 05.11.2024 21:30","27374","28452"
"05.11.2024 21:30 - 05.11.2024 21:45","26615","27932"
"05.11.2024 21:45 - 05.11.2024 22:00","25905","27316"
"05.11.2024 22:00 - 05.11.2024 22:15","25154","26540"
"05.11.2024 22:15 - 05.11.2024 22:30","24567","25976"
"05.11.2024 22:30 - 05.11.2024 22:45","24048","25412"
"05.11.2024 22:45 - 05.11.2024 23:00","23587","24776"
"05.11.2024 23:00 - 05.11.2024 23:15","23685","24032"
"05.11.2024 23:15 - 05.11.2024 23:30","23274","23780"
"05.11.2024 23:30 - 05.11.2024 23:45","22913","23540"
"05.11.2024 23:45 - 06.11.2024 00:00","22594","23084"
"06.11.2024 00:00 - 06.11.2024 00:15","22268","22672"
"06.11.2024 00:15 - 06.11.2024 00:30","22011","22472"
"06.11.2024 00:30 - 06.11.2024 00:45","21774","22128"
"06.11.2024 00:45 - 06.11.2024 01:00","21560","21736"
"06.11.2024 01:00 - 06.11.2024 01:15","21312","21532"
"06.11.2024 01:15 - 06.11.2024 01:30","21157","21500"
"06.11.2024 01:30 - 06.11.2024 01:45","21035","21216"
"06.11.2024 01:45 - 06.11.2024 02:00","20945","21144"
"06.11.2024 02:00 - 06.11.2024 02:15","20838","21012"
"06.11.2024 02:15 - 06.11.2024 02:30","20803","20964"
"06.11.2024 02:30 - 06.11.2024 02:45","20790","20832"
"06.11.2024 02:45 - 06.11.2024 03:00","20794","20804"
"06.11.2024 03:00 - 06.11.2024 03:15","20784","20564"
"06.11.2024 03:15 - 06.11.2024 03:30","20808","20612"
"06.11.2024 03:30 - 06.11.2024 03:45","20840","20720"
"06.11.2024 03:45 - 06.11.2024 04:00","20914","20836"
"06.11.2024 04:00 - 06.11.2024 04:15","20820","20964"
"06.11.2024 04:15 - 06.11.2024 04:30","21089","21240"
"06.11.2024 04:30 - 06.11.2024 04:45","21505","21092"
"06.11.2024 04:45 - 06.11.2024 05:00","22063","21304"
"06.11.2024 05:00 - 06.11.2024 05:15","22596","21648"
"06.11.2024 05:15 - 06.11.2024 05:30","23391","22820"
"06.11.2024 05:30 - 06.11.2024 05:45","24275","23368"
"06.11.2024 05:45 - 06.11.2024 06:00","25187","24132"
"06.11.2024 06:00 - 06.11.2024 06:15","26376","25028"
"06.11.2024 06:15 - 06.11.2024 06:30","27139","26184"
"06.11.2024 06:30 - 06.11.2024 06:45","27730","27120"
"06.11.2024 06:45 - 06.11.2024 07:00","28157","27720"
"06.11.2024 07:00 - 06.11.2024 07:15","28669","27912"
"06.11.2024 07:15 - 06.11.2024 07:30","28842","28240"
"06.11.2024 07:30 - 06.11.2024 07:45","28920","28624"
"06.11.2024 07:45 - 06.11.2024 08:00","28922","28736"
"06.11.2024 08:00 - 06.11.2024 08:15","28936","28612"
"06.11.2024 08:15 - 06.11.2024 08:30","28834","28384"
"06.11.2024 08:30 - 06.11.2024 08:45","28705","28344"
"06.11.2024 08:45 - 06.11.2024 09:00","28562","28148"
"06.11.2024 09:00 - 06.11.2024 09:15","28386","28096"
"06.11.2024 09:15 - 06.11.2024 09:30","28256","27992"
"06.11.2024 09:30 - 06.11.2024 09:45","28151","27716"
"06.11.2024 09:45 - 06.11.2024 10:00","28070","27540"
"06.11.2024 10:00 - 06.11.2024 10:15","27972","27300"
"06.11.2024 10:15 - 06.11.2024 10:30","27934","27244"
"06.11.2024 10:30 - 06.11.2024 10:45","27914","27208"
"06.11.2024 10:45 - 06.11.2024 11:00","27913","27052"
"06.11.2024 11:00 - 06.11.2024 11:15","27896","26960"
"06.11.2024 11:15 - 06.11.2024 11:30","27936","26992"
"06.11.2024 11:30 - 06.11.2024 11:45","27995","27084"
"06.11.2024 11:45 - 06.11.2024 12:00","28057","27384"
"06.11.2024 12:00 - 06.11.2024 12:15","28177","27608"
"06.11.2024 12:15 - 06.11.2024 12:30","28192","27708"
"06.11.2024 12:30 - 06.11.2024 12:45","28161","27708"
"06.11.2024 12:45 - 06.11.2024 13:00","28093","27672"
"06.11.2024 13:00 - 06.11.2024 13:15","28009","27560"
"06.11.2024 13:15 - 06.11.2024 13:30","27911","27708"
"06.11.2024 13:30 - 06.11.2024 13:45","27819","27760"
"06.11.2024 13:45 - 06.11.2024 14:00","27740","27808"
"06.11.2024 14:00 - 06.11.2024 14:15","27627","27620"
"06.11.2024 14:15 - 06.11.2024 14:30","27596","27696"
"06.11.2024 14:30 - 06.11.2024 14:45","27596","27700"
"06.11.2024 14:45 - 06.11.2024 15:00","27619","27660"
"06.11.2024 15:00 - 06.11.2024 15:15","27640","27944"
"06.11.2024 15:15 - 06.11.2024 15:30","27682","28056"
"06.11.2024 15:30 - 06.11.2024 15:45","27725","27968"
"06.11.2024 15:45 - 06.11.2024 16:00","27800","28148"
"06.11.2024 16:00 - 06.11.2024 16:15","27740","28288"
"06.11.2024 16:15 - 06.11.2024 16:30","27984","28476"
"06.11.2024 16:30 - 06.11.2024 16:45","28351","28576"
"06.11.2024 16:45 - 06.11.2024 17:00","28797","28636"
"06.11.2024 17:00 - 06.11.2024 17:15","29381","28904"
"06.11.2024 17:15 - 06.11.2024 17:30","29809","28892"
"06.11.2024 17:30 - 06.11.2024 17:45","30151","29500"
"06.11.2024 17:45 - 06.11.2024 18:00","30412","29952"
"06.11.2024 18:00 - 06.11.2024 18:15","30695","30388"
"06.11.2024 18:15 - 06.11.2024 18:30","30857","30396"
"06.11.2024 18:30 - 06.11.2024 18:45","30992","30512"
"06.11.2024 18:45 - 06.11.2024 19:00","31090","30732"
"06.11.2024 19:00 - 06.11.2024 19:15","31292","30952"
"06.11.2024 19:15 - 06.11.2024 19:30","31261","31416"
"06.11.2024 19:30 - 06.11.2024 19:45","31141","31588"
"06.11.2024 19:45 - 06.11.2024 20:00","30919","31456"
"06.11.2024 20:00 - 06.11.2024 20:15","30831","31468"
"06.11.2024 20:15 - 06.11.2024 20:30","30371","30996"
"06.11.2024 20:30 - 06.11.2024 20:45","29787","30600"
"06.11.2024 20:45 - 06.11.2024 21:00","29113","29920"
"06.11.2024 21:00 - 06.11.2024 21:15","28403","29160"
"06.11.2024 21:15 - 06.11.2024 21:30","27683","28548"
"06.11.2024 21:30 - 06.11.2024 21:45","26997","27756"
"06.11.2024 21:45 - 06.11.2024 22:00","26351","27164"
"06.11.2024 22:00 - 06.11.2024 22:15","25702","26412"
"06.11.2024 22:15 - 06.11.2024 22:30","25126","25756"
"06.11.2024 22:30 - 06.11.2024 22:45","24581","25160"
"06.11.2024 22:45 - 06.11.2024 23:00","24071","24648"
"06.11.2024 23:00 - 06.11.2024 23:15","23801","24112"
"06.11.2024 23:15 - 06.11.2024 23:30","23410","24004"
"06.11.2024 23:30 - 06.11.2024 23:45","23043","23568"
"06.11.2024 23:45 - 07.11.2024 00:00","22701","23104"
"07.11.2024 00:00 - 07.11.2024 00:15","22335","22696"
"07.11.2024 00:15 - 07.11.2024 00:30","22051","22256"
"07.11.2024 00:30 - 07.11.2024 00:45","21799","22020"
"07.11.2024 00:45 - 07.11.2024 01:00","21578","21908"
"07.11.2024 01:00 - 07.11.2024 01:15","21331","21440"
"07.11.2024 01:15 - 07.11.2024 01:30","21174","21216"
"07.11.2024 01:30 - 07.11.2024 01:45","21048","21168"
"07.11.2024 01:45 - 07.11.2024 02:00","20951","21076"
"07.11.2024 02:00 - 07.11.2024 02:15","20835","20992"
"07.11.2024 02:15 - 07.11.2024 02:30","20790","20992"
"07.11.2024 02:30 - 07.11.2024 02:45","20768","20952"
"07.11.2024 02:45 - 07.11.2024 03:00","20763","21080"
"07.11.2024 03:00 - 07.11.2024 03:15","20746","20884"
"07.11.2024 03:15 - 07.11.2024 03:30","20760","20676"
"07.11.2024 03:30 - 07.11.2024 03:45","20782","20804"
"07.11.2024 03:45 - 07.11.2024 04:00","20846","20784"
"07.11.2024 04:00 - 07.11.2024 04:15","20740","20960"
"07.11.2024 04:15 - 07.11.2024 04:30","21001","21056"
"07.11.2024 04:30 - 07.11.2024 04:45","21411","21224"
"07.11.2024 04:45 - 07.11.2024 05:00","21961","21544"
"07.11.2024 05:00 - 07.11.2024 05:15","22498","21940"
"07.11.2024 05:15 - 07.11.2024 05:30","23270","22732"
"07.11.2024 05:30 - 07.11.2024 05:45","24120","23432"
"07.11.2024 05:45 - 07.11.2024 06:00","24991","24304"
"07.11.2024 06:00 - 07.11.2024 06:15","26117","24904"
"07.11.2024 06:15 - 07.11.2024 06:30","26844","26116"
"07.11.2024 06:30 - 07.11.2024 06:45","27411","27080"
"07.11.2024 06:45 - 07.11.2024 07:00","27824","27708"
"07.11.2024 07:00 - 07.11.2024 07:15","28317","28012"
"07.11.2024 07:15 - 07.11.2024 07:30","28492","28260"
"07.11.2024 07:30 - 07.11.2024 07:45","28578","28492"
"07.11.2024 07:45 - 07.11.2024 08:00","28593","28640"
"07.11.2024 08:00 - 07.11.2024 08:15","28615","28580"
"07.11.2024 08:15 - 07.11.2024 08:30","28539","28412"
"07.11.2024 08:30 - 07.11.2024 08:45","28442","28352"
"07.11.2024 08:45 - 07.11.2024 09:00","28331","28352"
"07.11.2024 09:00 - 07.11.2024 09:15","28209","28368"
"07.11.2024 09:15 - 07.11.2024 09:30","28089","28316"
"07.11.2024 09:30 - 07.11.2024 09:45","27975","28192"
"07.11.2024 09:45 - 07.11.2024 10:00","27871","27960"
"07.11.2024 10:00 - 07.11.2024 10:15","27738","27916"
"07.11.2024 10:15 - 07.11.2024 10:30","27671","27772"
"07.11.2024 10:30 - 07.11.2024 10:45","27628","27644"
"07.11.2024 10:45 - 07.11.2024 11:00","27612","27660"
"07.11.2024 11:00 - 07.11.2024 11:15","27571","27512"
"07.11.2024 11:15 - 07.11.2024 11:30","27613","27656"
"07.11.2024 11:30 - 07.11.2024 11:45","27683","27620"
"07.11.2024 11:45 - 07.11.2024 12:00","27763","27592"
"07.11.2024 12:00 - 07.11.2024 12:15","27900","27684"
"07.11.2024 12:15 - 07.11.2024 12:30","27941","27720"
"07.11.2024 12:30 - 07.11.2024 12:45","27937","27812"
"07.11.2024 12:45 - 07.11.2024 13:00","27897","27664"
"07.11.2024 13:00 - 07.11.2024 13:15","27837","27580"
"07.11.2024 13:15 - 07.11.2024 13:30","27774","27628"
"07.11.2024 13:30 - 07.11.2024 13:45","27720","27720"
"07.11.2024 13:45 - 07.11.2024 14:00","27684","27724"
"07.11.2024 14:00 - 07.11.2024 14:15","27615","27584"
"07.11.2024 14:15 - 07.11.2024 14:30","27628","27628"
"07.11.2024 14:30 - 07.11.2024 14:45","27671","27548"
"07.11.2024 14:45 - 07.11.2024 15:00","27736","27476"
"07.11.2024 15:00 - 07.11.2024 15:15","27807","27524"
"07.11.2024 15:15 - 07.11.2024 15:30","27881","27680"
"07.11.2024 15:30 - 07.11.2024 15:45","27951","27708"
"07.11.2024 15:45 - 07.11.2024 16:00","28040","27804"
"07.11.2024 16:00 - 07.11.2024 16:15","28019","28052"
"07.11.2024 16:15 - 07.11.2024 16:30","28244","28244"
"07.11.2024 16:30 - 07.11.2024 16:45","28570","28280"
"07.11.2024 16:45 - 07.11.2024 17:00","28957","28584"
"07.11.2024 17:00 - 07.11.2024 17:15","29472","29056"
"07.11.2024 17:15 - 07.11.2024 17:30","29821","29492"
"07.11.2024 17:30 - 07.11.2024 17:45","30084","30048"
"07.11.2024 17:45 - 07.11.2024 18:00","30279","30336"
"07.11.2024 18:00 - 07.11.2024 18:15","30445","30548"
"07.11.2024 18:15 - 07.11.2024 18:30","30601","30760"
"07.11.2024 18:30 - 07.11.2024 18:45","30774","30836"
"07.11.2024 18:45 - 07.11.2024 19:00","30935","30812"
"07.11.2024 19:00 - 07.11.2024 19:15","31257","30976"
"07.11.2024 19:15 - 07.11.2024 19:30","31266","31204"
"07.11.2024 19:30 - 07.11.2024 19:45","31142","31348"
"07.11.2024 19:45 - 07.11.2024 20:00","30888","31388"
"07.11.2024 20:00 - 07.11.2024 20:15","30726","31284"
"07.11.2024 20:15 - 07.11.2024 20:30","30242","31140"
"07.11.2024 20:30 - 07.11.2024 20:45","29663","30652"
"07.11.2024 20:45 - 07.11.2024 21:00","29015","30024"
"07.11.2024 21:00 - 07.11.2024 21:15","28356","29208"
"07.11.2024 21:15 - 07.11.2024 21:30","27658","28172"
"07.11.2024 21:30 - 07.11.2024 21:45","26977","27572"
"07.11.2024 21:45 - 07.11.2024 22:00","26325","26964"
"07.11.2024 22:00 - 07.11.2024 22:15","25638","26336"
"07.11.2024 22:15 - 07.11.2024 22:30","25076","25712"
"07.11.2024 22:30 - 07.11.2024 22:45","24571","25200"
"07.11.2024 22:45 - 07.11.2024 23:00","24115","24620"
"07.11.2024 23:00 - 07.11.2024 23:15","23793","24196"
"07.11.2024 23:15 - 07.11.2024 23:30","23392","23864"
"07.11.2024 23:30 - 07.11.2024 23:45","23006","23620"
"07.11.2024 23:45 - 08.11.2024 00:00","22639","23128"
"08.11.2024 00:00 - 08.11.2024 00:15","22228","22840"
"08.11.2024 00:15 - 08.11.2024 00:30","21934","22456"
"08.11.2024 00:30 - 08.11.2024 00:45","21689","22132"
"08.11.2024 00:45 - 08.11.2024 01:00","21489","21836"
"08.11.2024 01:00 - 08.11.2024 01:15","21268","21668"
"08.11.2024 01:15 - 08.11.2024 01:30","21144","21324"
"08.11.2024 01:30 - 08.11.2024 01:45","21048","21360"
"08.11.2024 01:45 - 08.11.2024 02:00","20975","21112"
"08.11.2024 02:00 - 08.11.2024 02:15","20901","20992"
"08.11.2024 02:15 - 08.11.2024 02:30","20856","21084"
"08.11.2024 02:30 - 08.11.2024 02:45","20818","20968"
"08.11.2024 02:45 - 08.11.2024 03:00","20789","20848"
"08.11.2024 03:00 - 08.11.2024 03:15","20726","20836"
"08.11.2024 03:15 - 08.11.2024 03:30","20727","20808"
"08.11.2024 03:30 - 08.11.2024 03:45","20753","20812"
"08.11.2024 03:45 - 08.11.2024 04:00","20829","21020"
"08.11.2024 04:00 - 08.11.2024 04:15","20759","20896"
"08.11.2024 04:15 - 08.11.2024 04:30","21021","21064"
"08.11.2024 04:30 - 08.11.2024 04:45","21414","21124"
"08.11.2024 04:45 - 08.11.2024 05:00","21937","21512"
"08.11.2024 05:00 - 08.11.2024 05:15","22418","21936"
"08.11.2024 05:15 - 08.11.2024 05:30","23180","22736"
"08.11.2024 05:30 - 08.11.2024 05:45","24042","23592"
"08.11.2024 05:45 - 08.11.2024 06:00","24937","24312"
"08.11.2024 06:00 - 08.11.2024 06:15","26126","24916"
"08.11.2024 06:15 - 08.11.2024 06:30","26857","26124"
"08.11.2024 06:30 - 08.11.2024 06:45","27399","26988"
"08.11.2024 06:45 - 08.11.2024 07:00","27768","27592"
"08.11.2024 07:00 - 08.11.2024 07:15","28183","27864"
"08.11.2024 07:15 - 08.11.2024 07:30","28322","28444"
"08.11.2024 07:30 - 08.11.2024 07:45","28398","28692"
"08.11.2024 07:45 - 08.11.2024 08:00","28425","28824"
"08.11.2024 08:00 - 08.11.2024 08:15","28457","28636"
"08.11.2024 08:15 - 08.11.2024 08:30","28422","28764"
"08.11.2024 08:30 - 08.11.2024 08:45","28370","28732"
"08.11.2024 08:45 - 08.11.2024 09:00","28306","28564"
"08.11.2024 09:00 - 08.11.2024 09:15","28245","28880"
"08.11.2024 09:15 - 08.11.2024 09:30","28161","28904"
"08.11.2024 09:30 - 08.11.2024 09:45","28072","28676"
"08.11.2024 09:45 - 08.11.2024 10:00","27985","28796"
"08.11.2024 10:00 - 08.11.2024 10:15","27866","28712"
"08.11.2024 10:15 - 08.11.2024 10:30","27811","28728"
"08.11.2024 10:30 - 08.11.2024 10:45","27785","28776"
"08.11.2024 10:45 - 08.11.2024 11:00","27782","28956"
"08.11.2024 11:00 - 08.11.2024 11:15","27780","28748"
"08.11.2024 11:15 - 08.11.2024 11:30","27806","28484"
"08.11.2024 11:30 - 08.11.2024 11:45","27836","28696"
"08.11.2024 11:45 - 08.11.2024 12:00","27863","28796"
"08.11.2024 12:00 - 08.11.2024 12:15","27919","28988"
"08.11.2024 12:15 - 08.11.2024 12:30","27918","29140"
"08.11.2024 12:30 - 08.11.2024 12:45","27894","29088"
"08.11.2024 12:45 - 08.11.2024 13:00","27847","29140"
"08.11.2024 13:00 - 08.11.2024 13:15","27807","28936"
"08.11.2024 13:15 - 08.11.2024 13:30","27723","28796"
"08.11.2024 13:30 - 08.11.2024 13:45","27627","28912"
"08.11.2024 13:45 - 08.11.2024 14:00","27531","28800"
"08.11.2024 14:00 - 08.11.2024 14:15","27387","28528"
"08.11.2024 14:15 - 08.11.2024 14:30","27336","27956"
"08.11.2024 14:30 - 08.11.2024 14:45","27326","27884"
"08.11.2024 14:45 - 08.11.2024 15:00","27348","27684"
"08.11.2024 15:00 - 08.11.2024 15:15","27366","27408"
"08.11.2024 15:15 - 08.11.2024 15:30","27418","27504"
"08.11.2024 15:30 - 08.11.2024 15:45","27476","27732"
"08.11.2024 15:45 - 08.11.2024 16:00","27567","27868"
"08.11.2024 16:00 - 08.11.2024 16:15","27523","27764"
"08.11.2024 16:15 - 08.11.2024 16:30","27793","27772"
"08.11.2024 16:30 - 08.11.2024 16:45","28189","28028"
"08.11.2024 16:45 - 08.11.2024 17:00","28658","28276"
"08.11.2024 17:00 - 08.11.2024 17:15","29309","28608"
"08.11.2024 17:15 - 08.11.2024 17:30","29714","29124"
"08.11.2024 17:30 - 08.11.2024 17:45","29996","29596"
"08.11.2024 17:45 - 08.11.2024 18:00","30168","30008"
"08.11.2024 18:00 - 08.11.2024 18:15","30349","30032"
"08.11.2024 18:15 - 08.11.2024 18:30","30392","30236"
"08.11.2024 18:30 - 08.11.2024 18:45","30410","30088"
"08.11.2024 18:45 - 08.11.2024 19:00","30401","30252"
"08.11.2024 19:00 - 08.11.2024 19:15","30454","30284"
"08.11.2024 19:15 - 08.11.2024 19:30","30369","30308"
"08.11.2024 19:30 - 08.11.2024 19:45","30233","30168"
"08.11.2024 19:45 - 08.11.2024 20:00","30023","30124"
"08.11.2024 20:00 - 08.11.2024 20:15","29967","30044"
"08.11.2024 20:15 - 08.11.2024 20:30","29529","29804"
"08.11.2024 20:30 - 08.11.2024 20:45","28954","29552"
"08.11.2024 20:45 - 08.11.2024 21:00","28283","28884"
"08.11.2024 21:00 - 08.11.2024 21:15","27542","28248"
"08.11.2024 21:15 - 08.11.2024 21:30","26849","27676"
"08.11.2024 21:30 - 08.11.2024 21:45","26216","27144"
"08.11.2024 21:45 - 08.11.2024 22:00","25646","26408"
"08.11.2024 22:00 - 08.11.2024 22:15","25067","25804"
"08.11.2024 22:15 - 08.11.2024 22:30","24599","25384"
"08.11.2024 22:30 - 08.11.2024 22:45","24169","24896"
"08.11.2024 22:45 - 08.11.2024 23:00","23765","24392"
"08.11.2024 23:00 - 08.11.2024 23:15","23706","23892"
"08.11.2024 23:15 - 08.11.2024 23:30","23331","23640"
"08.11.2024 23:30 - 08.11.2024 23:45","22940","23388"
"08.11.2024 23:45 - 09.11.2024 00:00","22545","23004"
"09.11.2024 00:00 - 09.11.2024 00:15","22107","22544"
"09.11.2024 00:15 - 09.11.2024 00:30","21759","22232"
"09.11.2024 00:30 - 09.11.2024 00:45","21455","22036"
"09.11.2024 00:45 - 09.11.2024 01:00","21194","21508"
"09.11.2024 01:00 - 09.11.2024 01:15","20918","21132"
"09.11.2024 01:15 - 09.11.2024 01:30","20722","21072"
"09.11.2024 01:30 - 09.11.2024 01:45","20550","20908"
"09.11.2024 01:45 - 09.11.2024 02:00","20400","20664"
"09.11.2024 02:00 - 09.11.2024 02:15","20233","20668"
"09.11.2024 02:15 - 09.11.2024 02:30","20128","20500"
"09.11.2024 02:30 - 09.11.2024 02:45","20044","20340"
"09.11.2024 02:45 - 09.11.2024 03:00","19975","20332"
"09.11.2024 03:00 - 09.11.2024 03:15","19910","20076"
"09.11.2024 03:15 - 09.11.2024 03:30","19851","20024"
"09.11.2024 03:30 - 09.11.2024 03:45","19790","20192"
"09.11.2024 03:45 - 09.11.2024 04:00","19741","20012"
"09.11.2024 04:00 - 09.11.2024 04:15","19624","19976"
"09.11.2024 04:15 - 09.11.2024 04:30","19650","20064"
"09.11.2024 04:30 - 09.11.2024 04:45","19735","19960"
"09.11.2024 04:45 - 09.11.2024 05:00","19872","19968"
"09.11.2024 05:00 - 09.11.2024 05:15","20000","19932"
"09.11.2024 05:15 - 09.11.2024 05:30","20212","20364"
"09.11.2024 05:30 - 09.11.2024 05:45","20445","20484"
"09.11.2024 05:45 - 09.11.2024 06:00","20690","20712"
"09.11.2024 06:00 - 09.11.2024 06:15","20960","20816"
"09.11.2024 06:15 - 09.11.2024 06:30","21197","21408"
"09.11.2024 06:30 - 09.11.2024 06:45","21419","21724"
"09.11.2024 06:45 - 09.11.2024 07:00","21639","21780"
"09.11.2024 07:00 - 09.11.2024 07:15","21814","21692"
"09.11.2024 07:15 - 09.11.2024 07:30","22080","22088"
"09.11.2024 07:30 - 09.11.2024 07:45","22389","22464"
"09.11.2024 07:45 - 09.11.2024 08:00","22725","22984"
"09.11.2024 08:00 - 09.11.2024 08:15","23123","23268"
"09.11.2024 08:15 - 09.11.2024 08:30","23450","23800"
"09.11.2024 08:30 - 09.11.2024 08:45","23740","24160"
"09.11.2024 08:45 - 09.11.2024 09:00","23985","24348"
"09.11.2024 09:00 - 09.11.2024 09:15","24302","24408"
"09.11.2024 09:15 - 09.11.2024 09:30","24432","24592"
"09.11.2024 09:30 - 09.11.2024 09:45","24496","24768"
"09.11.2024 09:45 - 09.11.2024 10:00","24506","24568"
"09.11.2024 10:00 - 09.11.2024 10:15","24506","24544"
"09.11.2024 10:15 - 09.11.2024 10:30","24459","24636"
"09.11.2024 10:30 - 09.11.2024 10:45","24408","24608"
"09.11.2024 10:45 - 09.11.2024 11:00","24368","24376"
"09.11.2024 11:00 - 09.11.2024 11:15","24271","24204"
"09.11.2024 11:15 - 09.11.2024 11:30","24298","24256"
"09.11.2024 11:30 - 09.11.2024 11:45","24374","24072"
"09.11.2024 11:45 - 09.11.2024 12:00","24484","24056"
"09.11.2024 12:00 - 09.11.2024 12:15","24648","24092"
"09.11.2024 12:15 - 09.11.2024 12:30","24754","24136"
